run_id,environment,initial_state,backend,seed,episode,goal_id,goal_name,success,steps,total_reward
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,39,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,40,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,41,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,42,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,43,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,44,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,45,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,46,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,47,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,48,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,49,0,Z0,True,12,9.89
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,50,0,Z0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,51,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,52,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,53,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,54,0,Z0,True,9,9.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,55,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,56,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,57,0,Z0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,58,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,59,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,60,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,61,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,62,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,63,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,64,0,Z0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,65,0,Z0,True,13,9.88
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,66,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,67,0,Z0,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,68,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,69,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,70,0,Z0,True,6,9.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,71,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,72,0,Z0,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,73,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,74,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,75,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,76,0,Z0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,77,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,78,0,Z0,True,9,9.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,79,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,80,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,81,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,82,0,Z0,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,83,0,Z0,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,84,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,85,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,86,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,87,0,Z0,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,88,0,Z0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,89,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,90,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,91,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,92,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,93,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,94,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,95,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,96,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,97,0,Z0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,98,0,Z0,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,99,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,100,0,Z0,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,101,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,102,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,103,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,104,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,105,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,106,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,107,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,108,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,109,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,110,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,111,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,112,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,113,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,114,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,115,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,116,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,117,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,118,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,119,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,120,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,121,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,122,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,123,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,124,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,125,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,126,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,127,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,128,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,129,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,130,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,131,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,132,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,133,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,134,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,135,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,136,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,137,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,138,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,139,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,140,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,141,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,142,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,143,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,144,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,145,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,146,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,147,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,148,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,149,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,150,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,151,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,152,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,153,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,154,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,155,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,156,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,157,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,158,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,159,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,160,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,161,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,162,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,163,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,164,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,165,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,166,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,167,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,168,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,169,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,170,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,171,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,172,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,173,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,174,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,175,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,176,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,177,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,178,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,179,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,180,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,181,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,182,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,183,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,184,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,185,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,186,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,187,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,188,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,189,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,190,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,191,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,192,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,193,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,194,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,195,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,196,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,197,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,198,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,199,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,200,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,201,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,202,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,203,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,204,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,205,2,X0,True,9,9.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,206,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,207,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,208,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,209,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,210,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,211,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,212,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,213,2,X0,True,12,9.89
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,214,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,215,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,216,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,217,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,218,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,219,2,X0,True,6,9.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,220,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,221,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,222,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,223,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,224,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,225,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,226,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,227,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,228,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,229,2,X0,True,9,9.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,230,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,231,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,232,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,233,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,234,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,235,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,236,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,237,2,X0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,238,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,239,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,240,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,241,2,X0,True,9,9.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,242,2,X0,True,15,9.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,243,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,244,2,X0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,245,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,246,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,247,2,X0,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,248,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,249,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,250,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,251,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,252,2,X0,True,14,9.87
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,253,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,254,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,255,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,256,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,257,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,258,2,X0,True,5,9.96
