run_id,environment,initial_state,backend,seed,episode,goal_id,goal_name,success,steps,total_reward
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,77,3,X1,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,78,0,Z0,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,79,4,Z0_X0,False,15,0.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,80,0,Z0,True,6,9.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,81,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,82,0,Z0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,83,5,X0_Z0,True,8,10.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,84,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,85,5,X0_Z0,True,4,10.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,86,6,weakZ0_Z0,True,5,10.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,87,3,X1,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,88,2,X0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,89,4,Z0_X0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,90,4,Z0_X0,True,3,10.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,91,5,X0_Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,92,6,weakZ0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,93,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,94,6,weakZ0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,95,6,weakZ0_Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,96,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,97,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,98,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,99,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,100,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,101,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,102,4,Z0_X0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,103,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,104,3,X1,True,13,9.88
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,105,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,106,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,107,3,X1,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,108,6,weakZ0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,109,6,weakZ0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,110,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,111,3,X1,True,3,9.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,112,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,113,5,X0_Z0,True,15,10.87
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,114,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,115,6,weakZ0_Z0,True,6,10.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,116,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,117,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,118,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,119,2,X0,True,13,9.88
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,120,5,X0_Z0,True,10,10.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,121,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,122,0,Z0,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,123,2,X0,True,3,9.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,124,2,X0,True,14,9.87
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,125,6,weakZ0_Z0,True,9,10.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,126,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,127,4,Z0_X0,True,12,10.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,128,3,X1,True,11,9.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,129,0,Z0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,130,4,Z0_X0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,131,2,X0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,132,6,weakZ0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,133,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,134,4,Z0_X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,135,2,X0,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,136,4,Z0_X0,True,7,10.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,137,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,138,3,X1,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,139,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,140,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,141,0,Z0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,142,0,Z0,True,3,9.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,143,6,weakZ0_Z0,True,12,10.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,144,5,X0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,145,5,X0_Z0,True,4,10.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,146,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,147,1,Z1,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,148,4,Z0_X0,True,3,10.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,149,0,Z0,True,4,9.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,150,6,weakZ0_Z0,True,11,10.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,151,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,152,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,153,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,154,3,X1,True,3,9.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,155,5,X0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,156,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,157,3,X1,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,158,3,X1,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,159,5,X0_Z0,True,5,10.97
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,160,5,X0_Z0,True,3,10.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,161,4,Z0_X0,False,15,0.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,162,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,163,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,164,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,165,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,166,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,167,6,weakZ0_Z0,False,15,0.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,168,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,169,4,Z0_X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,170,0,Z0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,171,4,Z0_X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,172,2,X0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,173,0,Z0,True,15,9.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,174,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,175,3,X1,True,7,9.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,176,4,Z0_X0,True,9,10.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,177,4,Z0_X0,True,13,10.89
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,178,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,179,4,Z0_X0,False,15,0.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,180,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,181,0,Z0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,182,5,X0_Z0,True,3,10.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,183,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,184,2,X0,True,14,9.87
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,185,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,186,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,187,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,188,2,X0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,189,6,weakZ0_Z0,True,10,10.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,190,4,Z0_X0,True,7,10.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,191,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,192,6,weakZ0_Z0,True,13,10.89
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,193,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,194,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,195,4,Z0_X0,True,11,10.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,196,4,Z0_X0,True,3,10.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,197,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,198,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,199,4,Z0_X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,200,2,X0,False,15,-0.15
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,201,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,202,6,weakZ0_Z0,True,9,10.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,203,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,204,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,205,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,206,4,Z0_X0,True,12,10.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,207,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,208,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,209,3,X1,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,210,4,Z0_X0,True,13,10.89
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,211,6,weakZ0_Z0,False,15,0.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,212,3,X1,True,13,9.88
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,213,5,X0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,214,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,215,0,Z0,True,5,9.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,216,4,Z0_X0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,217,2,X0,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,218,6,weakZ0_Z0,True,9,10.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,219,3,X1,True,9,9.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,220,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,221,0,Z0,True,2,9.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,222,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,223,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,224,4,Z0_X0,True,7,10.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,225,6,weakZ0_Z0,True,12,10.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,226,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,227,4,Z0_X0,True,10,10.92
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,228,6,weakZ0_Z0,False,15,0.86
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,229,4,Z0_X0,True,9,10.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,230,6,weakZ0_Z0,True,7,10.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,231,5,X0_Z0,True,9,10.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,232,4,Z0_X0,True,3,10.99
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,233,4,Z0_X0,True,6,10.96
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,234,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,235,6,weakZ0_Z0,True,4,10.98
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,236,4,Z0_X0,True,15,10.87
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,237,5,X0_Z0,True,12,10.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,238,6,weakZ0_Z0,True,12,10.9
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,239,0,Z0,True,8,9.93
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,240,4,Z0_X0,True,7,10.95
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,241,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,242,2,X0,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,243,6,weakZ0_Z0,True,8,10.94
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,244,5,X0_Z0,False,15,0.8599999999999999
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,245,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,246,3,X1,True,10,9.91
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,247,1,Z1,True,1,10.0
qubit-zx-weak__one__tabular__seed0,qubit-zx-weak,one,tabular,0,248,5,X0_Z0,True,12,10.9
